,message,label
35764,Hello I want to know about the sprint storage and paying Apple for iCloud storage each month and I was told that Sprint has storage with the plan how do I access/upload for free Storage ?,0
35955,Hi! Can you help me get started with my new phone?,0
7500,Why is back up still in progress since yesterday ,0
3531,"I’m sorry to hear that! To get started, please tell us your name and we will connect you with a Sprint Complete Expert",0
9686,Signal sucks whats going on,0
35551,I am having trouble connecting to my magic box,0
17323,How do I get help with robocalling,0
4838,I can’t get the volume to come on for text messages ,0
39910,Do I have protection on my device ?,0
8142,What number did I call for sprint complete home,0
5351,Remove insurance on phone,0
32349,Hi it’s there anyway I can recover permanently deleted photos/data?,0
32836,Cell phone hacked per email ,0
12822,Ok thank you ,0
12511,Activate my ipad,0
7807,My batter is draining quickly. I just removed a buch of apps. How do I check what is running in the background? ,0
37860,"Settings and features, very slow",0
14725,"Good Evening ! You have reached your Sprint Expert; my name is Demetria. I understand you want to make changes to your Sprint Complete today. I will be happy to help. May I have the phone numbers you are looking to make changes to? 

",0
29334,Can I speak to speak to someone ,0
119,Phone goes dark when someon,0
18515,Hey is Luis dumeng ,0
9709,Months ago I asked to have the Sprint Complete plan on Paul's phone removed. I see it wasn't done. Please remove it. And I think I should have a few month's credit since I already tried to get it removed. Thank you.  It is for DIGIT_REDACTION,0
41375,Hello,0
6538,Hi! Can you help me get started with my new phone?,0
6108,I need to cancel the phone insurance for 2 of my lines,0
17198,Sync another email account on google calendar,0
12497,Como puedo obtener una detalle las llamadas salientes y entrantes en mis dispositivos,0
1390,I would like to remove the insurance from my I phone account,0
19983,Account number,0
41007,"If I have sprint complete which says I have access to unlimited cloud storage, the. Why do I have a limit on my cloud storage on my phone?",0
12278,All three of my phone at my new address ,0
8409,I would like to cancel my sprint complete coverage on my phone,0
39259,Hello,0
36005,my phone freezes and restarts. ,0
6841,"Hi.  I'm having trouble getting clear voice messages to and from My callers.
      Several Callers are telling Me ""...You're Breaking Up "".  But this when I'm at Home using My WIFI.   It also happens when I'm away from My Home WIFI.   
      The phone just updated itself a few days ago.   I would think the update would have cleared up all My problems. 
   Can You Help Me. 
     ",0
38262,Enable protection plan,0
37912,Hi,0
15818,My phone is stuck on the Apple logo when I turned on,0
31384,Hello I'm trying to get the claim ID's associated with the correct products I am doing repairs on,0
29931,Why is my phone so hot?,0
1315,My phone keeps cutting out,0
6445,Hi,0
33124,How can i check were one of my phones live  location ?,0
29648,need Sprint Complete - protection for smartphone - Includes insurance removed from phon DIGIT_REDACTION,0
37237,How do i cancel this,0
28979,Pay a bill online ,0
26597,"Hi, my name is Nashea and I would be happy to help you out!",0
28286,how to remove sprint complete,0
3592,I am trying to set up my new iPhone and it’s giving a “Verification Failed” error,0
2402,I have been charged twice 9.99 for a game/ content that i haven’t purchased. Once on 6/20 and again today. Please refund and ensure that I’m not charged again. ,0
38350,Having problems with my internet connection and   Opening a browser  also my phone get hot 🥵 sometimes when I’m talking .. ,0
13594,My phone is not backing up pictures to google photos. My settings for Google photos are already set to back up to unlimited storage with reduced resolution. I also checked and I do still have space in my Google cloud.,0
2583,Hello,0
268,I need cancel ,0
8884,Can you kill me bro,0
11784,Good Evening! You have reached your Sprint Complete Expert; my name is Andrea. I understand you have some concerns and would like to make some changes to your device protection coverage. Is that right?,0
679,Hi. Can you please remove an unauthorized charge from my bill?,0
23212,My name is Anthony.  N,0
1176,U,0
23863,Doesn’t work,1
20748,"Hello, I am reaching out to remove Sprint Complete from my account.",0
7169,Yes thank you. ,1
8404,"Hello You have reached your Sprint Expert; my name is TyRonda. Tha​nk you for your patience, I understand you want to make changes to your Sprint Complete today. I will be happy to help. May I have the all the phone numbers you are looking to make changes to? 
",0
5284,Voicemail issue still not resolved,0
10813,I need to order a replacement phone,0
2722,Register for hulu,0
25467,Phone is still saying its not activated after I followed all of the steps,0
23704,Hello ,0
16626,My bill,0
23229,I need a tech my phone is dead ,0
20715,I made a payment arrangement and my phone isn’t active ,0
2212,Do I have access to Amazon Prime through my Sprint Service,0
25199,"What happens if you can't fix the crack on the laptop ?

Where does it get shipped to ?",0
40527,Since change to TMobile my cell phone and IPad constantly lose internet connection. ,0
12724,"I need to update my address with asurion
",0
9637,Hi! Can you help me get started with my new phone?,0
19897,"i just received my phone back from my claim. i sent it with the box and all components, and I received it back with none of that and my sim card missing",0
8980,My touchscreen is not working well and my speakerphone sounds bad. My phone is less than 1month old,0
11237,I would like to remove sprint complete ,0
12628,How do I activate my new phone?,0
33476,My daughter's screen cracked and it is affecting the touch screen of the phone. Do I need to take it in to get it evaluated?,0
26560,"My phone service is getting worse and worse. I’ve talked to customer service last week a few times and still no change. I’ve done there reset and network reset and still no change, I was suppose to get a call back but did not receive a call. I have had 2 trouble tickets submitted and still no results. I’m switching to Verizon tomorrow morning if I don’t receive better service tonight. This is been going on a month to long. I’ve done all resets on this end, so do what ever behind the scenes stuff y’all have to do. ",0
25462,Hello! I was working to complete a change of ownership,0
28133,I did not mean to sign up for this,0
12668,How do I switch phone numbers on new phones ,0
36552,I need help,0
2397,Is my phone 5G capable?,0
8833,"What app I use to pay bill
",0
29838,get ,1
532,"Hello Mike, cx escalating due to ACR hold. Can't wait for another day since it is needed for business",0
25092,Thank you so much,0
35191,My phone wont vibrate ,0
16373,How do I activate my new phone?,0
18687,"Hi, after having my s8+ screen replaced by sprint for a burn in issue, the notification light and proximity sensor no longer work. How would you recommend I go about fixing this?",0
38369,Need more storage,0
27011,You too and you have a blessed and lovely night❤ and lovely day❤ following💖!!!!!!! And I'll enjoy my most bizarre phone I've had ever seen in my life ever!!!!!!!🤩🤩🤩🤩🤩🤩🤩🤩Thank you too for this funny farm futuristic phone!!!!!!!👽👽👽👽👽👽👽👽,1
25351,I just recently went to my sprint store to report my phone problems they fixed them for the most part but my phone is still kind of messing up ,0
13549,Is my old iPhone 7 unlocked to any carrier?,0
21379,Need to complete the phone switch ,0
6004,Yes it was resolved. Thanks!,1
18746,"Hey Tech Expert, I have a question:",0
13556,remove Sprint Complete on my phones,0
3292,Hello,0
40111,I need to see a list of numbers contacted on a line,0
